,0
837,"-118.25543600000002,33.951826000000004"
838,"-118.237857,34.054078000000004"
839,"-118.24118500000002,34.056121000000005"
840,"-118.23924,34.024537"
841,"-117.45378799999999,34.066984000000005"
842,"-118.13225,34.151987"
843,"-118.255781,34.106571"
844,"-118.496747,34.321412"
845,"-118.23456000000002,33.921702"
846,"-118.368531,33.929828"
847,"-118.496121,34.321042"
848,"-118.67998999999999,34.151008000000004"
849,"-118.000215,34.064992"
850,"-118.17689299999999,33.814203000000006"
851,"-118.14527199999999,33.995464"
852,"-118.10431899999999,33.922282"
853,"-118.17299399999999,34.004792"
854,"-118.47490900000001,34.208443"
855,"-118.376557,34.274204"
856,"-118.182975,34.020193"
857,"-118.11183600000001,33.957828000000006"
858,"-118.14228500000002,33.913239000000004"
859,"-118.43486599999999,34.256683"
860,"-118.32656100000001,33.925024"
861,"-118.08413700000001,34.146205"
862,"-118.12543799999999,33.913025"
863,"-118.090584,34.071846"
864,"-118.193156,33.875331"
865,"-118.47840500000001,34.122631"
866,"-118.230928,34.076046999999996"
867,"-118.198651,33.846715"
868,"-118.17404599999999,34.001675"
869,"-118.441902,34.267222"
870,"-118.192178,33.876168"
871,"-118.160423,34.119281"
872,"-118.091853,33.949721999999994"
873,"-118.42226299999999,34.244761"
874,"-118.05021299999999,34.149011"
875,"-118.47303899999999,34.164452000000004"
876,"-118.263543,33.83935"
877,"-117.69818899999999,34.082228"
878,"-118.28118,34.151201"
879,"-118.177272,34.112978000000005"
880,"-118.17014499999999,34.035712"
881,"-118.247552,34.063764"
882,"-117.84893100000001,33.968311"
883,"-117.869897,34.071647999999996"
884,"-118.255995,34.056166"
885,"-118.259482,34.069181"
886,"-118.37023400000001,34.146754"
887,"-117.871821,34.071694"
888,"-118.36925500000001,33.930862"
889,"-118.291574,33.928892"
890,"-118.21878500000001,34.497008"
891,"-118.28368799999998,34.492166999999995"
892,"-118.283428,34.492092"
893,"-118.45313200000001,34.157647"
894,"-118.40743,34.205244"
895,"-118.185309,34.028298"
896,"-118.284797,33.856869"
897,"-118.236099,33.873611"
898,"-118.14316399999998,34.017416"
899,"-118.092525,34.072168"
900,"-118.16987900000001,33.986627"
901,"-118.026972,34.034017"
902,"-118.34433899999999,34.034411999999996"
903,"-118.509226,34.33478"
904,"-118.321377,33.925606"
905,"-118.05840900000001,34.072628"
906,"-118.102593,33.876358"
907,"-118.36032800000001,34.039095"
908,"-118.290582,34.235031"
909,"-118.17233700000001,33.910927"
910,"-118.215507,33.824288"
911,"-118.18756100000002,34.143692"
912,"-118.75783100000001,34.105193"
913,"-118.23385900000001,33.970434999999995"
914,"-118.57451200000001,34.39335"
915,"-118.300203,34.037133000000004"
916,"-118.083234,33.967222"
917,"-118.263741,34.135864"
918,"-117.909672,33.988566"
919,"-118.271353,33.927883"
920,"-118.28936499999999,33.928872"
921,"-118.503469,34.365014"
922,"-118.44219,34.029941"
923,"-118.22404499999999,34.155251"
924,"-118.347027,34.128658"
925,"-118.33440700000001,34.110419"
926,"-118.362804,34.137840000000004"
927,"-118.185924,34.197875"
928,"-118.148974,34.02342"
929,"-118.200078,34.207758"
930,"-118.21735100000001,34.20742"
931,"-118.244128,34.113194"
932,"-118.49346200000001,34.377596000000004"
933,"-118.389232,34.172231"
934,"-118.379384,34.157166"
935,"-118.48175800000001,34.305716"
936,"-117.98768100000001,34.043785"
937,"-117.87161299999998,34.002967"
938,"-118.14468799999999,34.023174"
939,"-118.667648,34.548217"
940,"-118.46915600000001,34.149131"
941,"-118.24772800000001,33.989317"
942,"-118.274001,34.038451"
943,"-118.40430900000001,34.231557"
944,"-118.226207,34.052699"
945,"-118.47856200000001,34.122693"
946,"-118.392459,34.029869"
947,"-118.361306,33.891063"
948,"-118.300248,33.949539"
949,"-118.179046,34.062239"
950,"-118.23916399999999,33.92852"
951,"-117.90593500000001,33.994227"
952,"-118.43573799999999,34.032964"
953,"-118.322294,33.863417"
954,"-118.468226,34.154179"
955,"-118.176318,33.814408"
956,"-118.15687199999999,34.036538"
957,"-118.556352,34.365484"
958,"-117.980903,34.109153000000006"
959,"-118.18444099999999,34.031864"
960,"-118.372281,34.148394"
961,"-118.16765500000001,33.968144"
962,"-118.55627,34.272247"
963,"-118.495922,34.320664"
964,"-118.27828799999999,33.975586"
965,"-117.719245,34.081610999999995"
966,"-117.88970400000001,33.9724"
967,"-118.328654,33.898281"
968,"-117.736325,34.120546999999995"
969,"-118.620202,34.493757"
970,"-118.235956,33.873616"
971,"-118.429305,34.308325"
972,"-117.828915,34.120858"
973,"-118.017156,34.040194"
974,"-118.094458,34.152692"
975,"-118.217073,34.042975"
976,"-118.21619199999999,34.06597"
977,"-118.244534,33.924279"
978,"-118.004333,34.054356"
979,"-118.00005800000001,34.065178"
980,"-117.79865,34.068699"
981,"-118.505826,34.329817999999996"
982,"-118.359068,34.000838"
983,"-118.46961399999999,34.1611"
984,"-118.32247,34.104391"
985,"-118.26698,33.893173"
986,"-118.165223,34.059697"
987,"-117.84642099999999,33.97181"
988,"-118.137518,34.152002"
989,"-117.824013,34.117596"
990,"-117.806257,34.065456"
991,"-118.41021599999999,34.221703000000005"
992,"-118.274482,34.027452000000004"
993,"-118.18012,33.913038"
994,"-117.838627,34.119821"
995,"-118.23800700000001,34.051088"
996,"-118.208734,34.028442"
997,"-118.012844,34.028991999999995"
998,"-118.40946699999999,34.230767"
999,"-118.31438899999999,34.098064"
1000,"-118.073008,34.122913"
1001,"-117.88905700000001,33.990037"
1002,"-118.377555,34.0368"
1003,"-117.864295,34.070282"
1004,"-117.75813799999999,34.031835"
1005,"-118.410054,34.221614"
1006,"-118.09713500000001,34.169140000000006"
1007,"-118.401504,34.186747"
1008,"-118.17090300000001,34.06087"
1009,"-118.08357099999999,33.966454"
1010,"-118.001076,34.067926"
1011,"-117.703775,34.081848"
1012,"-118.229949,34.029605"
1013,"-117.81414699999999,34.077936"
1014,"-118.18698,34.03601"
1015,"-118.475191,34.088608"
1016,"-118.277552,33.851387"
1017,"-118.21636000000001,34.085685999999995"
1018,"-118.176677,33.994818"
1019,"-118.39638400000001,34.154522"
1020,"-118.34855400000001,34.212106"
1021,"-118.445298,34.155665"
1022,"-118.46266899999999,34.159561"
1023,"-118.37055,33.914164"
1024,"-118.378102,33.971783"
1025,"-118.448678,34.157117"
1026,"-118.257944,34.156233"
1027,"-118.45075200000001,34.045854"
1028,"-118.370277,33.898375"
1029,"-118.00246299999999,34.06469"
1030,"-117.78748200000001,34.072896"
1031,"-117.96422700000001,34.006956"
1032,"-118.382217,34.226684999999996"
1033,"-118.36828,33.945372"
1034,"-118.07060200000001,33.964659999999995"
1035,"-118.409499,34.027695"
1036,"-118.24927199999999,34.025828000000004"
1037,"-118.214083,34.050565"
1038,"-117.972252,34.135566"
1039,"-118.292946,33.92888"
1040,"-118.368252,33.928959000000006"
1041,"-118.375208,33.970546999999996"
1042,"-118.28576100000001,34.23421"
1043,"-118.423635,34.425284000000005"
1044,"-118.47219299999999,34.271089"
1045,"-118.096502,33.941182"
1046,"-118.446475,34.269758"
1047,"-118.09285200000001,34.036111"
1048,"-118.12501999999999,34.033303000000004"
1049,"-118.251171,34.026857"
1050,"-118.20571100000001,34.025476"
1051,"-117.980772,33.917411"
1052,"-117.985565,33.917388"
1053,"-118.165075,33.949067"
1054,"-118.70961799999999,34.140958000000005"
1055,"-118.365697,33.943616"
1056,"-118.18584399999999,34.04445"
1057,"-118.268396,33.968157"
1058,"-118.47295700000001,34.235589000000004"
1059,"-118.317745,34.036747"
1060,"-117.75941499999999,34.071315999999996"
1061,"-117.99168799999998,34.091916999999995"
1062,"-117.872309,34.071883"
1063,"-118.29918,33.859914"
1064,"-117.872492,34.103047"
1065,"-118.207516,33.782624"
1066,"-117.87248500000001,34.099426"
1067,"-118.122867,34.071803"
1068,"-118.17889699999999,33.930871"
1069,"-118.28689399999999,33.901878"
1070,"-117.778274,34.072964"
1071,"-118.28068700000001,33.996487"
1072,"-118.28823799999999,33.821349"
1073,"-118.403543,33.988261"
1074,"-118.349962,34.034375"
1075,"-118.192621,34.061737"
1076,"-118.44086200000001,34.267036"
1077,"-118.242274,34.155733000000005"
1078,"-118.108106,34.071647"
1079,"-118.28056799999999,33.9562"
1080,"-118.10426100000001,33.924469"
1081,"-118.09835600000001,33.938067"
1082,"-118.254273,33.928236"
1083,"-118.278675,33.995740000000005"
1084,"-118.09915500000001,33.944844"
1085,"-118.328654,33.897237"
1086,"-118.368526,33.945467"
1087,"-118.49341399999999,34.274983"
1088,"-117.97076100000001,33.980669"
1089,"-118.20701299999999,33.820115"
1090,"-118.19175200000001,33.917075"
1091,"-118.27181100000001,34.154751"
1092,"-118.228108,34.125145"
1093,"-118.474892,34.165014"
1094,"-117.842712,33.984286"
1095,"-118.369534,33.998075"
1096,"-118.385746,34.433735999999996"
1097,"-118.32979399999999,34.466683"
1098,"-118.09478600000001,33.936134"
1099,"-118.46614199999999,34.159658"
1100,"-118.28071200000001,33.928936"
1101,"-118.756128,34.145531"
1102,"-117.69673200000001,34.121559000000005"
1103,"-118.10505,33.905345000000004"
1104,"-117.741556,34.078362"
1105,"-117.71288899999999,34.081955"
1106,"-117.83718300000001,34.120135999999995"
1107,"-118.37919199999999,34.156768"
1108,"-118.376033,34.153034999999996"
1109,"-118.195249,34.021058000000004"
1110,"-118.133858,34.581439"
1111,"-118.132558,34.557978000000006"
1112,"-118.379236,34.156667999999996"
1113,"-118.361557,34.153313"
1114,"-118.49374099999999,34.377719"
1115,"-118.143001,34.601867"
1116,"-117.714882,34.081917"
1117,"-118.20538700000002,33.846608"
1118,"-118.796038,34.708168"
1119,"-117.95379799999999,34.13344"
1120,"-118.08163,33.803053000000006"
1121,"-118.340919,33.928084999999996"
1122,"-118.43727,34.034602"
1123,"-118.18621399999999,34.023918"
1124,"-118.348699,34.153588"
1125,"-118.28694899999999,33.872873999999996"
1126,"-118.284755,33.8802"
1127,"-118.285326,33.888369"
1128,"-118.301001,33.934028000000005"
1129,"-118.473602,34.297319"
1130,"-118.566736,34.381217"
1131,"-118.17870900000001,33.930855"
1132,"-118.50729199999999,34.338621"
1133,"-118.173474,34.060611"
1134,"-118.74925900000001,34.641286"
1135,"-118.50480800000001,34.344604"
1136,"-118.472023,34.266078"
1137,"-118.542019,34.350275"
1138,"-118.000752,34.135567"
1139,"-117.92156299999999,34.072368"
1140,"-117.88869199999999,33.994042"
1141,"-118.364451,34.13905"
1142,"-117.84631999999999,34.117489"
1143,"-118.47366699999999,34.023244"
1144,"-118.33082399999999,34.108061"
1145,"-118.15758600000001,34.187371"
1146,"-118.40984399999999,34.221578"
1147,"-118.403727,34.201239"
1148,"-118.22826699999999,34.053039"
1149,"-118.309009,33.919278999999996"
1150,"-118.090675,34.072186"
1151,"-118.24545,33.928543"
1152,"-118.00498300000001,34.135366"
1153,"-118.346897,34.128808"
1154,"-118.287231,33.835715"
1155,"-118.439921,34.316342"
1156,"-118.170824,34.776939"
1157,"-118.133866,34.581763"
1158,"-118.111938,34.509333000000005"
1159,"-118.12289799999999,34.540561"
1160,"-118.414676,34.282975"
1161,"-118.542829,34.350257"
1162,"-118.266182,34.23105"
1163,"-118.07286299999998,34.119965"
1164,"-118.58339,34.423091"
1165,"-117.82058,34.104318"
1166,"-118.04638700000001,33.864132"
1167,"-118.06140400000001,33.874111"
1168,"-117.839867,33.675111"
1169,"-117.73013200000001,33.868831"
1170,"-117.783358,33.711328"
1171,"-117.936149,33.696239"
1172,"-117.935142,33.695823"
1173,"-117.924226,33.691016"
1174,"-118.039162,33.773393"
1175,"-117.87153400000001,33.773551"
1176,"-117.92899799999999,33.693252"
1177,"-117.875928,33.778883"
1178,"-117.35151499999999,33.858845"
1179,"-117.83178000000001,33.75298"
1180,"-117.906769,33.853933000000005"
1181,"-117.25243400000001,34.141296999999994"
1182,"-117.876478,33.817578000000005"
1183,"-117.698503,34.081990000000005"
1184,"-117.876724,33.779446"
1185,"-117.74021200000001,33.870795"
1186,"-117.52735600000001,34.018228"
1187,"-117.834566,33.727834"
1188,"-117.848253,33.775303"
1189,"-117.875955,33.846402000000005"
1190,"-117.91474099999999,33.769775"
1191,"-117.895625,33.854073"
1192,"-117.72803799999998,33.868438"
1193,"-117.92331999999999,33.690903999999996"
1194,"-117.85876499999999,33.757726"
1195,"-117.89318700000001,33.854245"
1196,"-117.896978,33.798724"
1197,"-117.95868200000001,33.709115000000004"
1198,"-117.706969,33.86874"
1199,"-117.67602600000001,33.868803"
1200,"-117.83202,33.807209"
1201,"-117.968759,33.717183"
1202,"-117.67358300000001,33.542265"
1203,"-117.75253700000002,33.666275"
1204,"-117.906632,33.853756"
1205,"-117.996648,33.77127"
1206,"-117.86946200000001,33.658751"
1207,"-117.879627,33.791298"
1208,"-117.527318,34.017927"
1209,"-117.878046,33.864461999999996"
1210,"-117.876897,33.85035"
1211,"-117.888827,33.676703"
1212,"-118.09013799999998,33.780289"
1213,"-117.837326,33.742044"
1214,"-117.880072,33.78172"
1215,"-117.76582900000001,33.686415000000004"
1216,"-117.61103700000001,33.586739"
1217,"-117.84175800000001,33.776656"
1218,"-117.91541399999998,33.769402"
1219,"-117.93139599999999,33.766016"
1220,"-117.87610900000001,33.818549"
1221,"-117.78562,33.856455"
1222,"-117.82325900000001,33.66979"
1223,"-117.619827,33.519703"
1224,"-117.659429,33.505426"
1225,"-117.63009299999999,33.444066"
1226,"-117.998077,33.856144"
1227,"-117.85678500000002,33.682765"
1228,"-117.831065,33.791990999999996"
1229,"-117.617493,33.45584"
1230,"-117.721727,33.715583"
1231,"-117.98968899999998,33.861682"
1232,"-117.739033,33.58809"
1233,"-117.698982,33.872814"
1234,"-117.753267,33.671102000000005"
1235,"-117.71145800000001,33.866746"
1236,"-117.835045,33.726601"
1237,"-117.95478600000001,33.706049"
1238,"-117.671598,33.580546999999996"
1239,"-117.787458,33.714026000000004"
1240,"-117.86126999999999,33.698553000000004"
1241,"-117.98239699999999,33.85755"
1242,"-117.976161,33.857713000000004"
1243,"-117.83084199999999,33.785047"
1244,"-117.975816,33.766809"
1245,"-117.941753,33.835658"
1246,"-117.686333,33.602292"
1247,"-117.888621,33.792224"
1248,"-118.01072099999999,33.749462"
1249,"-117.845694,33.751049"
1250,"-117.673455,33.476987"
1251,"-118.00683899999999,33.746008"
1252,"-117.76141000000001,33.582792"
1253,"-117.759723,33.592904"
1254,"-117.66163600000002,33.492148"
1255,"-117.87717099999999,33.814332"
1256,"-117.765594,33.685371999999994"
1257,"-117.86108300000001,33.646853"
1258,"-117.67176599999999,33.585190000000004"
1259,"-118.01231999999999,33.7743"
1260,"-117.673123,33.559072"
1261,"-117.94771399999999,33.700769"
1262,"-117.77056699999999,33.653412"
1263,"-117.87936499999999,33.809475"
1264,"-118.01584199999999,33.855821"
1265,"-117.878541,33.865175"
1266,"-117.831193,33.784756"
1267,"-117.98652,33.856123"
1268,"-117.78140900000001,33.659898"
1269,"-117.99870800000001,33.856144"
1270,"-117.779119,33.705985"
1271,"-117.972329,33.852651"
1272,"-118.00241799999999,33.868601"
1273,"-117.603039,33.415236"
1274,"-117.819731,33.735818"
1275,"-118.085066,33.798612"
1276,"-117.98678100000001,33.730759"
1277,"-118.00139399999999,33.771906"
1278,"-117.757098,33.67678"
1279,"-117.71436000000001,33.621879"
1280,"-117.87738999999999,33.778890999999994"
1281,"-117.408061,33.934138"
1282,"-117.605278,33.880009"
1283,"-117.41046499999999,33.932598"
1284,"-117.292635,33.941918"
1285,"-117.332201,33.972759"
1286,"-117.23096899999999,33.796518"
1287,"-117.42570900000001,34.13627"
1288,"-117.80436,34.057848"
1289,"-117.34854299999999,33.700219"
1290,"-117.418945,34.231775"
1291,"-117.683854,34.030182"
1292,"-117.393332,33.943098"
1293,"-116.71504099999999,34.181234"
1294,"-116.82661399999999,34.236340999999996"
1295,"-117.362242,34.191554"
1296,"-117.42796899999999,34.067414"
1297,"-117.56687,34.136738"
1298,"-117.422956,33.925512"
1299,"-117.364877,33.996442"
1300,"-117.11576399999998,34.207519"
1301,"-117.19944,34.066977"
1302,"-117.192628,34.062012"
1303,"-117.19223000000001,34.061961"
1304,"-117.181408,34.061956"
1305,"-117.56093500000001,33.87963"
1306,"-117.19725700000001,34.063827"
1307,"-117.196523,34.063386"
1308,"-117.53580500000001,33.883556"
1309,"-117.311326,34.145866999999996"
1310,"-117.38073600000001,34.003031"
1311,"-117.358048,33.70705"
1312,"-117.36419699999999,33.99617"
1313,"-117.71288999999999,34.081956"
1314,"-117.623545,34.077616"
1315,"-117.545557,33.876414000000004"
1316,"-117.406975,34.223987"
1317,"-117.432028,33.920333"
1318,"-117.201923,34.257901000000004"
1319,"-117.45331200000001,33.908243"
1320,"-117.40769399999999,34.067669"
1321,"-117.278974,33.844587"
1322,"-117.24762199999999,33.835249"
1323,"-116.98933500000001,34.248290999999995"
1324,"-117.24760500000001,33.83521"
1325,"-117.567448,34.026732"
1326,"-117.681564,34.0304"
1327,"-117.566678,34.067583"
1328,"-117.52091000000001,34.115844"
1329,"-117.506599,34.12773"
1330,"-117.392439,33.943554999999996"
1331,"-117.71233400000001,34.029792"
1332,"-117.296709,34.062087"
1333,"-117.557529,34.067529"
1334,"-117.12433,33.822795"
1335,"-117.295717,34.07203"
1336,"-117.278224,33.909362"
1337,"-117.21311100000001,34.278542"
1338,"-116.83251399999999,34.239415"
1339,"-117.64336100000001,34.087355"
1340,"-117.300757,34.145843"
1341,"-117.087621,34.204432000000004"
1342,"-117.43089499999999,34.186492"
1343,"-117.50303899999999,33.799671000000004"
1344,"-117.551562,34.136691"
1345,"-117.544525,34.136691"
1346,"-117.517871,33.886376"
1347,"-117.46438700000002,34.162267"
1348,"-117.703775,34.081849"
1349,"-117.233944,34.239042"
1350,"-117.58223500000001,33.883697999999995"
1351,"-117.472743,34.092993"
1352,"-117.12999199999999,34.029403"
1353,"-117.28851499999999,33.924454"
1354,"-117.45500700000001,34.29593"
1355,"-117.55003899999998,34.039506"
1356,"-117.542,33.865866"
1357,"-117.54969399999999,33.88556"
1358,"-117.32729499999999,34.136946"
1359,"-117.30286299999999,34.145582"
1360,"-117.50253300000001,34.131336"
1361,"-117.437822,33.742536"
1362,"-117.444465,34.329589"
1363,"-117.445085,34.136461"
1364,"-117.34014599999999,34.134904999999996"
1365,"-117.40061499999999,34.068277"
1366,"-117.310832,34.045381"
1367,"-117.405064,33.884079"
1368,"-117.15568300000001,33.980411"
1369,"-117.234606,33.806740999999995"
1370,"-117.350575,34.001225"
